T,O,G,value
412,7,PV,0.09
413,7,PV,0.02
414,7,PV,0.54
415,7,PV,0.05
416,7,PV,0.42
417,7,PV,0.02
418,7,PV,0.05
419,7,PV,0.48
420,7,PV,0.05
421,7,PV,0.6
422,7,PV,0.04
423,7,PV,0.57
424,7,PV,0.03
425,7,PV,0.46
426,7,PV,0.04
427,7,PV,0.29
428,7,PV,0.06
429,7,PV,0.01
430,7,PV,0.36
431,7,PV,0.02
432,7,PV,0.59
433,7,PV,0.26
434,7,PV,0.04
435,7,PV,0.35
436,7,PV,0.06
437,7,PV,0.64
438,7,PV,0.09
439,7,PV,0.02
440,7,PV,0.56
441,7,PV,0.03
442,7,PV,0.58
443,7,PV,0.02
444,7,PV,0.14
445,7,PV,0.04
446,7,PV,0.38
447,7,PV,0.04
448,7,PV,0.55
449,7,PV,0.03
450,7,PV,0.52
451,7,PV,0.05
452,7,PV,0.56
453,7,PV,0.05
454,7,PV,0.62
455,7,PV,0.05
456,7,PV,0.6
457,7,PV,0.02
458,7,PV,0.33
459,7,PV,0.04
460,7,PV,0.36
461,7,PV,0.02
462,7,PV,0.57
463,7,PV,0.04
464,7,PV,0.38
465,7,PV,0.03
466,7,PV,0.44
467,7,PV,0.02
468,7,PV,0.09
469,7,PV,0.5
470,7,PV,0.04
471,7,PV,0.64
472,7,PV,0.11
473,7,PV,0.61
474,7,PV,0.05
475,7,PV,0.59
476,7,PV,0.05
477,7,PV,0.01
478,7,PV,0.37
479,7,PV,0.05
480,7,PV,0.51
481,7,PV,0.04
482,7,PV,0.56
483,7,PV,0.12
484,7,PV,0
485,7,PV,0.14
486,7,PV,0.66
487,7,PV,0.04
488,7,PV,0.55
489,7,PV,0.05
490,7,PV,0.38
491,7,PV,0.06
492,7,PV,0.01
493,7,PV,0.54
494,7,PV,0.11
495,7,PV,0.01
496,7,PV,0.39
497,7,PV,0.09
498,7,PV,0.01
499,7,PV,0.53
500,7,PV,0.01
501,7,PV,0.39
502,7,PV,0.02
503,7,PV,0.52
504,7,PV,0.02
505,7,PV,0.44
506,7,PV,0.07
507,7,PV,0.01
508,7,PV,0.35
509,7,PV,0.01
510,7,PV,0.07
511,7,PV,0.01
512,7,PV,0.39
513,7,PV,0.03
514,7,PV,0.53
515,7,PV,0.02
516,7,PV,0.5
517,7,PV,0.02
518,7,PV,0.02
519,7,PV,0.44
520,7,PV,0.02
521,7,PV,0.43
522,7,PV,0.03
523,7,PV,0.55
524,7,PV,0.04
525,7,PV,0
526,7,PV,0.07
527,7,PV,0.01
528,7,PV,0.25
529,7,PV,0.01
530,7,PV,0.42
531,7,PV,0.01
532,7,PV,0.47
533,7,PV,0.01
534,7,PV,0.5
535,7,PV,0.01
536,7,PV,0.52
537,7,PV,0.08
538,7,PV,0.01
539,7,PV,0.51
540,7,PV,0
541,7,PV,0.43
542,7,PV,0.05
543,7,PV,0
544,7,PV,0.1
545,7,PV,0.02
546,7,PV,0.44
547,7,PV,0.01
548,7,PV,0
549,7,PV,0.48
550,7,PV,0.1
551,7,PV,0
552,7,PV,0.12
553,7,PV,0.62
554,7,PV,0.04
555,7,PV,0.14
556,7,PV,0.01
557,7,PV,0.28
558,7,PV,0.02
559,7,PV,0.39
560,7,PV,0.01
561,7,PV,0.34
562,7,PV,0.02
563,7,PV,0.57
564,7,PV,0.1
565,7,PV,0
566,7,PV,0.46
567,7,PV,0.09
568,7,PV,0.04
569,7,PV,0.44
570,7,PV,0.01
571,7,PV,0.36
572,7,PV,0.04
573,7,PV,0.04
574,7,PV,0.62
575,7,PV,0.1
576,7,PV,0.01
577,7,PV,0.16
578,7,PV,0.02
579,7,PV,0.43
580,7,PV,0.03
581,7,PV,0.6
582,7,PV,0.04
583,7,PV,0.47
584,7,PV,0.01
585,7,PV,0.29
586,7,PV,0.01
587,7,PV,0.3
588,7,PV,0.01
589,7,PV,0.1
590,7,PV,0
591,7,PV,0.03
592,7,PV,0
593,7,PV,0.02
594,7,PV,0
595,7,PV,0.4
596,7,PV,0.03
597,7,PV,0.44
598,7,PV,0.03
599,7,PV,0.39
600,7,PV,0.01
601,7,PV,0.4
602,7,PV,0.01
603,7,PV,0.39
604,7,PV,0.01
605,7,PV,0.01
606,7,PV,0.35
607,7,PV,0.02
608,7,PV,0.34
609,7,PV,0.01
610,7,PV,0
611,7,PV,0.21
612,7,PV,0.01
613,7,PV,0.43
614,7,PV,0.02
615,7,PV,0.44
616,7,PV,0.03
617,7,PV,0.32
618,7,PV,0.02
619,7,PV,0.02
620,7,PV,0.42
621,7,PV,0.03
622,7,PV,0.04
623,7,PV,0.01
624,7,PV,0.29
625,7,PV,0.01
626,7,PV,0.14
627,7,PV,0
628,7,PV,0.03
629,7,PV,0
630,7,PV,0.03
631,7,PV,0.04
632,7,PV,0
633,7,PV,0.05
634,7,PV,0
635,7,PV,0.07
636,7,PV,0
637,7,PV,0.12
638,7,PV,0.01
639,7,PV,0
640,7,PV,0
641,7,PV,0.03
642,7,PV,0
643,7,PV,0.05
644,7,PV,0
645,7,PV,0.04
646,7,PV,0
647,7,PV,0
648,7,PV,0.05
649,7,PV,0
650,7,PV,0.04
651,7,PV,0
652,7,PV,0.06
653,7,PV,0
654,7,PV,0.03
655,7,PV,0
656,7,PV,0.01
657,7,PV,0
658,7,PV,0.05
659,7,PV,0
660,7,PV,0.1
661,7,PV,0
662,7,PV,0.24
663,7,PV,0
664,7,PV,0.01
665,7,PV,0.01
666,7,PV,0.27
667,7,PV,0
668,7,PV,0.09
669,7,PV,0.01
670,7,PV,0.35
671,7,PV,0.02
672,7,PV,0
673,7,PV,0.02
674,7,PV,0
675,7,PV,0.08
676,7,PV,0
677,7,PV,0.03
678,7,PV,0.01
679,7,PV,0.02
680,7,PV,0
681,7,PV,0
682,7,PV,0.02
683,7,PV,0
684,7,PV,0.07
685,7,PV,0
686,7,PV,0.06
687,7,PV,0
688,7,PV,0.03
689,7,PV,0
690,7,PV,0.02
691,7,PV,0
692,7,PV,0.07
693,7,PV,0
694,7,PV,0.01
695,7,PV,0
696,7,PV,0.04
697,7,PV,0.05
698,7,PV,0.01
699,7,PV,0.03
700,7,PV,0.01
701,7,PV,0
702,7,PV,0.01
703,7,PV,0
704,7,PV,0.02
705,7,PV,0.03
706,7,PV,0
707,7,PV,0
708,7,PV,0.01
709,7,PV,0
710,7,PV,0.02
711,7,PV,0
712,7,PV,0.01
713,7,PV,0.01
714,7,PV,0
715,7,PV,0.01
716,7,PV,0
717,7,PV,0.05
718,7,PV,0.04
719,7,PV,0.07
720,7,PV,0
1,8,PV,0.01
2,8,PV,0
3,8,PV,0.02
4,8,PV,0
5,8,PV,0.02
6,8,PV,0
7,8,PV,0
8,8,PV,0.02
9,8,PV,0.07
10,8,PV,0.01
11,8,PV,0.01
12,8,PV,0.26
13,8,PV,0.01
14,8,PV,0.05
15,8,PV,0
16,8,PV,0.02
17,8,PV,0.01
18,8,PV,0.04
19,8,PV,0
20,8,PV,0
21,8,PV,0
22,8,PV,0.01
23,8,PV,0.01
24,8,PV,0.06
25,8,PV,0.01
26,8,PV,0.11
27,8,PV,0.02
28,8,PV,0.13
29,8,PV,0.02
30,8,PV,0.35
31,8,PV,0.01
32,8,PV,0.33
33,8,PV,0
34,8,PV,0
35,8,PV,0.06
36,8,PV,0
37,8,PV,0.23
38,8,PV,0
39,8,PV,0.01
40,8,PV,0.34
41,8,PV,0
42,8,PV,0
43,8,PV,0.12
44,8,PV,0
45,8,PV,0.38
46,8,PV,0.04
47,8,PV,0
48,8,PV,0.02
49,8,PV,0.4
50,8,PV,0.01
51,8,PV,0.43
52,8,PV,0.01
53,8,PV,0
54,8,PV,0.01
55,8,PV,0
56,8,PV,0.04
57,8,PV,0
58,8,PV,0.01
59,8,PV,0.04
60,8,PV,0.35
61,8,PV,0.01
62,8,PV,0
63,8,PV,0.07
64,8,PV,0
65,8,PV,0.09
66,8,PV,0.01
67,8,PV,0.4
68,8,PV,0.01
69,8,PV,0
70,8,PV,0.05
71,8,PV,0.04
72,8,PV,0.04
73,8,PV,0
74,8,PV,0.05
75,8,PV,0.01
76,8,PV,0.39
77,8,PV,0.02
78,8,PV,0.43
79,8,PV,0
80,8,PV,0.02
81,8,PV,0.45
82,8,PV,0.03
83,8,PV,0.02
84,8,PV,0.41
85,8,PV,0.03
86,8,PV,0
87,8,PV,0.4
88,8,PV,0.01
89,8,PV,0.04
90,8,PV,0
91,8,PV,0.26
92,8,PV,0
93,8,PV,0.11
94,8,PV,0
95,8,PV,0.08
96,8,PV,0.01
97,8,PV,0.41
98,8,PV,0.01
99,8,PV,0
100,8,PV,0.02
101,8,PV,0.01
102,8,PV,0.18
103,8,PV,0
104,8,PV,0.01
105,8,PV,0.4
106,8,PV,0.02
107,8,PV,0.01
108,8,PV,0.07
109,8,PV,0.02
110,8,PV,0.36
111,8,PV,0.02
112,8,PV,0
113,8,PV,0.27
114,8,PV,0.01
115,8,PV,0
116,8,PV,0.24
117,8,PV,0.01
118,8,PV,0.06
119,8,PV,0.03
120,8,PV,0.49
121,8,PV,0.02
122,8,PV,0
123,8,PV,0.03
124,8,PV,0.05
125,8,PV,0.31
126,8,PV,0.02
127,8,PV,0.32
128,8,PV,0.02
129,8,PV,0.28
130,8,PV,0
131,8,PV,0
132,8,PV,0.03
133,8,PV,0.49
134,8,PV,0.07
135,8,PV,0.06
136,8,PV,0.56
137,8,PV,0.03
138,8,PV,0.01
139,8,PV,0.05
140,8,PV,0.07
141,8,PV,0.25
142,8,PV,0.07
143,8,PV,0
144,8,PV,0.47
145,8,PV,0
146,8,PV,0
147,8,PV,0.17
148,8,PV,0
149,8,PV,0.08
150,8,PV,0.41
151,8,PV,0.02
152,8,PV,0.44
153,8,PV,0.04
154,8,PV,0.49
155,8,PV,0.02
156,8,PV,0.08
157,8,PV,0.5
158,8,PV,0.06
159,8,PV,0.01
160,8,PV,0.29
161,8,PV,0
162,8,PV,0.01
163,8,PV,0.4
164,8,PV,0.05
165,8,PV,0.67
166,8,PV,0.05
167,8,PV,0.52
168,8,PV,0.02
169,8,PV,0.61
170,8,PV,0.06
171,8,PV,0.65
172,8,PV,0.07
173,8,PV,0.03
174,8,PV,0.04
175,8,PV,0.5
176,8,PV,0.05
177,8,PV,0.44
178,8,PV,0.02
179,8,PV,0
180,8,PV,0.17
181,8,PV,0.02
182,8,PV,0.6
183,8,PV,0.01
184,8,PV,0.43
185,8,PV,0.04
186,8,PV,0.01
187,8,PV,0.58
188,8,PV,0.06
189,8,PV,0.41
190,8,PV,0.04
191,8,PV,0.54
192,8,PV,0.05
193,8,PV,0.4
194,8,PV,0.02
195,8,PV,0.58
196,8,PV,0.04
197,8,PV,0.36
198,8,PV,0.01
199,8,PV,0.45
200,8,PV,0.01
201,8,PV,0.06
202,8,PV,0.01
203,8,PV,0.48
204,8,PV,0.04
205,8,PV,0.52
206,8,PV,0.09
207,8,PV,0
208,8,PV,0.16
209,8,PV,0.01
210,8,PV,0.44
211,8,PV,0.07
212,8,PV,0.01
213,8,PV,0.4
214,8,PV,0.02
215,8,PV,0.38
216,8,PV,0.01
217,8,PV,0.02
218,8,PV,0.3
219,8,PV,0
220,8,PV,0.12
221,8,PV,0.03
222,8,PV,0.52
223,8,PV,0.05
224,8,PV,0.58
225,8,PV,0.04
226,8,PV,0.49
227,8,PV,0.04
228,8,PV,0.43
229,8,PV,0.02
230,8,PV,0.13
231,8,PV,0.07
232,8,PV,0.1
233,8,PV,0.04
234,8,PV,0.37
235,8,PV,0.02
236,8,PV,0.02
237,8,PV,0.35
238,8,PV,0.03
239,8,PV,0.54
240,8,PV,0.04
241,8,PV,0.36
242,8,PV,0.04
243,8,PV,0.64
244,8,PV,0.03
245,8,PV,0.57
246,8,PV,0.05
247,8,PV,0.69
248,8,PV,0.07
249,8,PV,0.68
250,8,PV,0.07
251,8,PV,0.72
252,8,PV,0.06
253,8,PV,0.69
254,8,PV,0.08
255,8,PV,0.73
256,8,PV,0.07
257,8,PV,0.72
258,8,PV,0.05
259,8,PV,0.63
260,8,PV,0.03
261,8,PV,0.57
262,8,PV,0.09
263,8,PV,0.08
264,8,PV,0.57
265,8,PV,0.07
266,8,PV,0.63
267,8,PV,0.15
268,8,PV,0.01
269,8,PV,0.27
270,8,PV,0.03
271,8,PV,0.4
272,8,PV,0.07
273,8,PV,0.03
274,8,PV,0.35
275,8,PV,0.04
276,8,PV,0.31
277,8,PV,0.01
278,8,PV,0.41
279,8,PV,0.07
280,8,PV,0.48
281,8,PV,0.03
282,8,PV,0.25
283,8,PV,0.02
284,8,PV,0.12
285,8,PV,0.06
286,8,PV,0.52
287,8,PV,0.06
288,8,PV,0.23
289,8,PV,0.05
290,8,PV,0.58
291,8,PV,0.05
292,8,PV,0.37
293,8,PV,0.04
294,8,PV,0.42
295,8,PV,0.71
296,8,PV,0.1
297,8,PV,0.68
298,8,PV,0.08
299,8,PV,0.63
300,8,PV,0.03
301,8,PV,0.07
302,8,PV,0.45
303,8,PV,0.12
304,8,PV,0.05
305,8,PV,0.41
306,8,PV,0.03
307,8,PV,0.27
308,8,PV,0.03
309,8,PV,0.49
310,8,PV,0.05
311,8,PV,0.5
312,8,PV,0.07
313,8,PV,0.1
314,8,PV,0.4
315,8,PV,0.07
316,8,PV,0.5
317,8,PV,0.03
318,8,PV,0.48
319,8,PV,0.03
320,8,PV,0.5
321,8,PV,0.06
322,8,PV,0.01
323,8,PV,0.16
324,8,PV,0
325,8,PV,0.02
326,8,PV,0.37
327,8,PV,0.08
328,8,PV,0.34
329,8,PV,0.06
330,8,PV,0.32
331,8,PV,0.05
332,8,PV,0.51
333,8,PV,0.06
334,8,PV,0.49
335,8,PV,0.06
336,8,PV,0.39
337,8,PV,0.03
338,8,PV,0.44
339,8,PV,0.03
340,8,PV,0.48
341,8,PV,0.08
342,8,PV,0.44
343,8,PV,0.06
344,8,PV,0.65
345,8,PV,0.19
346,8,PV,0.03
347,8,PV,0.49
348,8,PV,0.06
349,8,PV,0.38
350,8,PV,0.03
351,8,PV,0.32
352,8,PV,0.01
353,8,PV,0.19
354,8,PV,0.04
355,8,PV,0.32
356,8,PV,0.02
357,8,PV,0.48
358,8,PV,0.08
359,8,PV,0.44
360,8,PV,0.08
361,8,PV,0.42
362,8,PV,0.05
363,8,PV,0.61
364,8,PV,0.06
365,8,PV,0.25
366,8,PV,0.06
367,8,PV,0.6
368,8,PV,0.04
369,8,PV,0.04
370,8,PV,0.21
371,8,PV,0.03
372,8,PV,0.51
373,8,PV,0.28
374,8,PV,0.05
375,8,PV,0.63
376,8,PV,0.36
377,8,PV,0.06
378,8,PV,0.68
379,8,PV,0.28
380,8,PV,0.02
381,8,PV,0.37
382,8,PV,0.04
383,8,PV,0.65
384,8,PV,0.07
385,8,PV,0.4
386,8,PV,0.07
387,8,PV,0.48
388,8,PV,0.05
389,8,PV,0.14
390,8,PV,0.01
391,8,PV,0.41
392,8,PV,0.05
393,8,PV,0.6
394,8,PV,0.06
395,8,PV,0.69
396,8,PV,0.1
397,8,PV,0.03
398,8,PV,0.49
399,8,PV,0.06
400,8,PV,0.66
401,8,PV,0.1
402,8,PV,0.01
403,8,PV,0.13
404,8,PV,0.06
405,8,PV,0.52
406,8,PV,0.09
407,8,PV,0.68
408,8,PV,0.09
409,8,PV,0.68
410,8,PV,0.09
411,8,PV,0.68
412,8,PV,0.06
413,8,PV,0.12
414,8,PV,0.18
415,8,PV,0.05
416,8,PV,0.63
417,8,PV,0.07
418,8,PV,0.62
419,8,PV,0.05
420,8,PV,0.42
421,8,PV,0.09
422,8,PV,0.45
423,8,PV,0.08
424,8,PV,0.02
425,8,PV,0.18
426,8,PV,0.08
427,8,PV,0.05
428,8,PV,0.53
429,8,PV,0.05
430,8,PV,0.37
431,8,PV,0.02
432,8,PV,0.47
433,8,PV,0.07
434,8,PV,0.03
435,8,PV,0.49
436,8,PV,0.07
437,8,PV,0.55
438,8,PV,0.05
439,8,PV,0.47
440,8,PV,0.08
441,8,PV,0.69
442,8,PV,0.34
443,8,PV,0.01
444,8,PV,0.03
445,8,PV,0.5
446,8,PV,0.04
447,8,PV,0.45
448,8,PV,0.07
449,8,PV,0.52
450,8,PV,0.02
451,8,PV,0.49
452,8,PV,0.04
453,8,PV,0.56
454,8,PV,0.06
455,8,PV,0.65
456,8,PV,0.06
457,8,PV,0.06
458,8,PV,0.64
459,8,PV,0.08
460,8,PV,0.06
461,8,PV,0.59
462,8,PV,0.15
463,8,PV,0.04
464,8,PV,0.6
465,8,PV,0.04
466,8,PV,0.5
467,8,PV,0.04
468,8,PV,0.65
469,8,PV,0.28
470,8,PV,0.01
471,8,PV,0.15
472,8,PV,0.01
473,8,PV,0.06
474,8,PV,0.61
475,8,PV,0.09
476,8,PV,0.48
477,8,PV,0.05
478,8,PV,0.07
479,8,PV,0.67
480,8,PV,0.07
481,8,PV,0.06
482,8,PV,0.47
483,8,PV,0.06
484,8,PV,0.51
485,8,PV,0.02
486,8,PV,0.4
487,8,PV,0.01
488,8,PV,0.17
489,8,PV,0.08
490,8,PV,0.01
491,8,PV,0.57
492,8,PV,0.03
493,8,PV,0.52
494,8,PV,0.04
495,8,PV,0.44
496,8,PV,0.06
497,8,PV,0.65
498,8,PV,0.06
499,8,PV,0
500,8,PV,0.2
501,8,PV,0.01
502,8,PV,0.3
503,8,PV,0.04
504,8,PV,0.58
505,8,PV,0.03
506,8,PV,0.55
507,8,PV,0.06
508,8,PV,0.55
509,8,PV,0.02
510,8,PV,0.58
511,8,PV,0.04
512,8,PV,0.44
513,8,PV,0.06
514,8,PV,0.04
515,8,PV,0.4
516,8,PV,0.02
517,8,PV,0.51
518,8,PV,0.03
519,8,PV,0.09
520,8,PV,0.01
521,8,PV,0.5
522,8,PV,0.02
523,8,PV,0.54
524,8,PV,0.11
525,8,PV,0
526,8,PV,0.25
527,8,PV,0.03
528,8,PV,0.06
529,8,PV,0.6
530,8,PV,0.04
531,8,PV,0.08
532,8,PV,0.06
533,8,PV,0.48
534,8,PV,0.03
535,8,PV,0.34
536,8,PV,0.03
537,8,PV,0.47
538,8,PV,0.03
539,8,PV,0.37
540,8,PV,0.04
541,8,PV,0.5
542,8,PV,0.03
543,8,PV,0.46
544,8,PV,0.04
545,8,PV,0.03
546,8,PV,0.55
547,8,PV,0.07
548,8,PV,0.55
549,8,PV,0.01
550,8,PV,0.41
551,8,PV,0.01
552,8,PV,0.07
553,8,PV,0
554,8,PV,0.42
555,8,PV,0.01
556,8,PV,0.47
557,8,PV,0.03
558,8,PV,0.39
559,8,PV,0.01
560,8,PV,0.25
561,8,PV,0
562,8,PV,0.47
563,8,PV,0.01
564,8,PV,0.04
565,8,PV,0.37
566,8,PV,0.01
567,8,PV,0.23
568,8,PV,0.02
569,8,PV,0.54
570,8,PV,0.03
571,8,PV,0.04
572,8,PV,0.48
573,8,PV,0.03
574,8,PV,0.49
575,8,PV,0.07
576,8,PV,0.04
577,8,PV,0.43
578,8,PV,0.09
579,8,PV,0
580,8,PV,0.12
581,8,PV,0.02
582,8,PV,0.47
583,8,PV,0.02
584,8,PV,0
585,8,PV,0.21
586,8,PV,0
587,8,PV,0.12
588,8,PV,0
589,8,PV,0.13
590,8,PV,0.02
591,8,PV,0.3
592,8,PV,0
593,8,PV,0.03
594,8,PV,0
595,8,PV,0.42
596,8,PV,0.03
597,8,PV,0.03
598,8,PV,0.03
599,8,PV,0
600,8,PV,0.06
601,8,PV,0
602,8,PV,0.05
603,8,PV,0.01
604,8,PV,0.15
605,8,PV,0
606,8,PV,0.02
607,8,PV,0.35
608,8,PV,0
609,8,PV,0.01
610,8,PV,0.36
611,8,PV,0.01
612,8,PV,0
613,8,PV,0.04
614,8,PV,0.03
615,8,PV,0.43
616,8,PV,0.02
617,8,PV,0.3
618,8,PV,0.04
619,8,PV,0.08
620,8,PV,0.01
621,8,PV,0.08
622,8,PV,0
623,8,PV,0.01
624,8,PV,0
625,8,PV,0.12
626,8,PV,0
627,8,PV,0.11
628,8,PV,0.01
629,8,PV,0.32
630,8,PV,0
631,8,PV,0.07
632,8,PV,0
633,8,PV,0.09
634,8,PV,0.01
635,8,PV,0.08
636,8,PV,0
637,8,PV,0.02
638,8,PV,0.01
639,8,PV,0.17
640,8,PV,0
641,8,PV,0
642,8,PV,0.33
643,8,PV,0.03
644,8,PV,0.02
645,8,PV,0
646,8,PV,0
647,8,PV,0.1
648,8,PV,0
649,8,PV,0.09
650,8,PV,0
651,8,PV,0.03
652,8,PV,0.06
653,8,PV,0.01
654,8,PV,0.07
655,8,PV,0
656,8,PV,0.01
657,8,PV,0
658,8,PV,0
659,8,PV,0
660,8,PV,0.01
661,8,PV,0
662,8,PV,0.02
663,8,PV,0.01
664,8,PV,0
665,8,PV,0.1
666,8,PV,0
667,8,PV,0
668,8,PV,0.01
669,8,PV,0
670,8,PV,0.02
671,8,PV,0
672,8,PV,0.03
673,8,PV,0.01
674,8,PV,0.01
675,8,PV,0.01
676,8,PV,0
677,8,PV,0.03
678,8,PV,0
679,8,PV,0.03
680,8,PV,0
681,8,PV,0.02
682,8,PV,0
683,8,PV,0.01
684,8,PV,0
685,8,PV,0.02
686,8,PV,0
687,8,PV,0.02
688,8,PV,0
689,8,PV,0.02
690,8,PV,0.01
691,8,PV,0.02
692,8,PV,0
693,8,PV,0.04
694,8,PV,0.01
695,8,PV,0
696,8,PV,0.04
697,8,PV,0
698,8,PV,0.01
699,8,PV,0.05
700,8,PV,0
701,8,PV,0
702,8,PV,0
703,8,PV,0
704,8,PV,0.02
705,8,PV,0.06
706,8,PV,0
707,8,PV,0.03
708,8,PV,0
709,8,PV,0.04
710,8,PV,0.01
711,8,PV,0
712,8,PV,0.01
713,8,PV,0
714,8,PV,0.02
715,8,PV,0
716,8,PV,0.01
717,8,PV,0.01
718,8,PV,0
719,8,PV,0.01
720,8,PV,0.02
1,9,PV,0
2,9,PV,0.04
3,9,PV,0
4,9,PV,0
5,9,PV,0
6,9,PV,0.01
7,9,PV,0.01
8,9,PV,0
9,9,PV,0.01
10,9,PV,0
11,9,PV,0
12,9,PV,0.01
13,9,PV,0.07
14,9,PV,0
15,9,PV,0.09
16,9,PV,0.01
17,9,PV,0.35
18,9,PV,0.01
19,9,PV,0
20,9,PV,0
21,9,PV,0
22,9,PV,0
23,9,PV,0.03
24,9,PV,0
25,9,PV,0.03
26,9,PV,0.01
27,9,PV,0
28,9,PV,0.02
29,9,PV,0
30,9,PV,0.01
31,9,PV,0
32,9,PV,0.05
33,9,PV,0.01
34,9,PV,0
35,9,PV,0.03
36,9,PV,0.03
37,9,PV,0.00E+00
38,9,PV,0.17
39,9,PV,0.03
40,9,PV,0
41,9,PV,0.02
42,9,PV,0
43,9,PV,0.02
44,9,PV,0
45,9,PV,0.04
46,9,PV,0.02
47,9,PV,0.03
48,9,PV,0
49,9,PV,0.36
50,9,PV,0.01
51,9,PV,0
52,9,PV,0.02
53,9,PV,0.07
54,9,PV,0.04
55,9,PV,0
56,9,PV,0.01
57,9,PV,0
58,9,PV,0.05
59,9,PV,0
60,9,PV,0.03
61,9,PV,0
62,9,PV,0.12
63,9,PV,0.02
64,9,PV,0
65,9,PV,0.12
66,9,PV,0
67,9,PV,0.03
68,9,PV,0
69,9,PV,0.07
70,9,PV,0
71,9,PV,0
72,9,PV,0.19
73,9,PV,0.04
74,9,PV,0.02
75,9,PV,0.37
76,9,PV,0.02
77,9,PV,0
78,9,PV,0.08
79,9,PV,0
80,9,PV,0.09
81,9,PV,0.01
82,9,PV,0.01
83,9,PV,0
84,9,PV,0.04
85,9,PV,0.05
86,9,PV,0.01
87,9,PV,0.23
88,9,PV,0.01
89,9,PV,0.39
90,9,PV,0.02
91,9,PV,0.3
92,9,PV,0.01
93,9,PV,0.02
94,9,PV,0.34
95,9,PV,0.02
96,9,PV,0
97,9,PV,0.37
98,9,PV,0.01
99,9,PV,0
100,9,PV,0.1
101,9,PV,0.03
102,9,PV,0.28
103,9,PV,0
104,9,PV,0.31
105,9,PV,0.01
106,9,PV,0.42
107,9,PV,0.02
108,9,PV,0
109,9,PV,0.26
110,9,PV,0.04
111,9,PV,0.04
112,9,PV,0.05
113,9,PV,0.01
114,9,PV,0.02
115,9,PV,0.01
116,9,PV,0.31
117,9,PV,0.04
118,9,PV,0.01
119,9,PV,0.44
120,9,PV,0.03
121,9,PV,0.01
122,9,PV,0.37
123,9,PV,0.01
124,9,PV,0.17
125,9,PV,0.01
126,9,PV,0.05
127,9,PV,0.52
128,9,PV,0.02
129,9,PV,0.01
130,9,PV,0.35
131,9,PV,0.06
132,9,PV,0.41
133,9,PV,0.01
134,9,PV,0.46
135,9,PV,0.02
136,9,PV,0.64
137,9,PV,0.07
138,9,PV,0.01
139,9,PV,0.56
140,9,PV,0.02
141,9,PV,0.04
142,9,PV,0.04
143,9,PV,0.62
144,9,PV,0.06
145,9,PV,0.02
146,9,PV,0.11
147,9,PV,0.01
148,9,PV,0.56
149,9,PV,0.02
150,9,PV,0.53
151,9,PV,0.06
152,9,PV,0.56
153,9,PV,0.04
154,9,PV,0
155,9,PV,0.03
156,9,PV,0.04
157,9,PV,0.08
158,9,PV,0.01
159,9,PV,0.3
160,9,PV,0.03
161,9,PV,0.42
162,9,PV,0.02
163,9,PV,0.57
164,9,PV,0.01
165,9,PV,0.26
166,9,PV,0.01
167,9,PV,0.12
168,9,PV,0
169,9,PV,0.07
170,9,PV,0.01
171,9,PV,0.54
172,9,PV,0.01
173,9,PV,0.01
174,9,PV,0.1
175,9,PV,0.02
176,9,PV,0.36
177,9,PV,0.02
178,9,PV,0.57
179,9,PV,0.07
180,9,PV,0.04
181,9,PV,0.32
182,9,PV,0.02
183,9,PV,0.04
184,9,PV,0.03
185,9,PV,0.36
186,9,PV,0.01
187,9,PV,0.55
188,9,PV,0.03
189,9,PV,0.04
190,9,PV,0.64
191,9,PV,0.05
192,9,PV,0.59
193,9,PV,0.01
194,9,PV,0.38
195,9,PV,0.08
196,9,PV,0.05
197,9,PV,0.42
198,9,PV,0.02
199,9,PV,0.28
200,9,PV,0.02
201,9,PV,0.47
202,9,PV,0.05
203,9,PV,0.05
204,9,PV,0.7
205,9,PV,0.07
206,9,PV,0.63
207,9,PV,0.02
208,9,PV,0.38
209,9,PV,0.03
210,9,PV,0.32
211,9,PV,0.01
212,9,PV,0.47
213,9,PV,0.03
214,9,PV,0.19
215,9,PV,0
216,9,PV,0.27
217,9,PV,0.02
218,9,PV,0.39
219,9,PV,0.04
220,9,PV,0.5
221,9,PV,0.03
222,9,PV,0.55
223,9,PV,0.03
224,9,PV,0.69
225,9,PV,0.06
226,9,PV,0.58
227,9,PV,0.74
228,9,PV,0.04
229,9,PV,0.06
230,9,PV,0.36
231,9,PV,0.04
232,9,PV,0.56
233,9,PV,0.06
234,9,PV,0.6
235,9,PV,0.06
236,9,PV,0.7
237,9,PV,0.15
238,9,PV,0.01
239,9,PV,0.29
240,9,PV,0.65
241,9,PV,0.07
242,9,PV,0.01
243,9,PV,0.36
244,9,PV,0.06
245,9,PV,0.62
246,9,PV,0.05
247,9,PV,0.13
248,9,PV,0.04
249,9,PV,0.58
250,9,PV,0.14
251,9,PV,0.06
252,9,PV,0.53
253,9,PV,0.04
254,9,PV,0.02
255,9,PV,0.43
256,9,PV,0.02
257,9,PV,0.19
258,9,PV,0.04
259,9,PV,0.7
260,9,PV,0.06
261,9,PV,0.29
262,9,PV,0.02
263,9,PV,0.69
264,9,PV,0.08
265,9,PV,0.59
266,9,PV,0.04
267,9,PV,0.44
268,9,PV,0.05
269,9,PV,0.64
270,9,PV,0.07
271,9,PV,0.37
272,9,PV,0.06
273,9,PV,0.68
274,9,PV,0.17
275,9,PV,0.02
276,9,PV,0.22
277,9,PV,0.04
278,9,PV,0.68
